sentiment,en_text,ace_text,acehnese_pppl
positive,have discipline filled foundations of love and self confidence that help these orphans succeed in life and pursue their dreams,ka disiplin nyang peunoh landasan cinta dan keyakinan droe nyang membantu aneuk yatim nyoe meuhase lam udep dan mengejar cita-cita awaknyan .,88.47
positive,A cute little blanket with pretty shoes obtaining.,Saboh selimut ubit nyang cute ngon sipatu nyang lagak.,56.72
positive,the cute pup you deserve deserves an adorable horn,aneuk agam nyang lucu nyang pantas gata pantas meurumpok tanduk nyang menggemaskan .,30.29
positive,"there are plenty of facts about the grey winter that will make you think more like autumn, dress your wintery clothes with the best colors.","na le that fakta teuntang musim seumeu’uem abu-abu nyang akan jeut keu droeneuh pike leubeh lagee musim gugur, meupake bajee musim seumeu’uet droeneuh deungon warna-warna nyang paleng get.",34.57
positive,are you feeling good after breaking all your labour laws and continuing to churn out some of your best work yet.,adalah droeneuh meurasa get lheuh neu peubreuk mandum hukom tenaga kerja droeneuh dan neuteruskan churn padum-padum boh buet droeneuh nyang paleng get lom.,99.47
positive,all the best of luck with all the very best of thursday sentences from behind the lens.,mandum nyang paleng jroh nibak naseb ngon mandum kalimat uroe kiamat nyang paleng jroh dari likot lensa.,33.64
positive,i love the idea of the parallel revolutions that parallel earths have for people to be kind and nice to one another and i think there is some very nice stuff going on,lon galak keu gagasan revolusi paralel yang na bak bumoe paralel untuk ureung-ureung jeut keu get hate dan lagak dan lon pike na padum-padum boh hal yang that lagak yang teungoh terjadi .,44.91
positive,looking forward to our weekend and hoping we can obtain our partners feel over there,meuharap keu akhe minggu kamoe dan meuharap kamoe jeut meurumpok pasangan kamoe meurasa di sinan .,65.88
positive,God bless you for being so faithful to your sexy soulmate but she always forgot hers.,Allah geubri beureukat keu gata sabab seutia keu soulmate gata nyang seksi tapi gobnyan sabe tuwoe keu gobnyan.,89.67
positive,this quote from beloved fellows during a recent press conference was inspiring.,kutipan nyoe dari rakan-rakan nyang geugaséh watee konferensi pers baroe-baroe nyoe ka meu inspirasi.,32.47
positive,the world has filled me with a sense of optimism and happiness that i forgot i was living in the past centuries ago,donya ka peunoh lon deungon rasa optimisme dan kebahagiaan yang lon tuwoe lon udep lam abad-abad yang ka ulikot,50.02
positive,a healthy lifestyle depends on you trying something new and promoting your body in a contagious way while staying skinny.,gaya udep nyang sehat meugantung bak droeneuh neucuba sapeue-sapeue nyang baroe dan neu promosi tuboh droeneuh deungon cara nyang menular watee teutap kurus.,87.99
positive,we were both really surprised when the weather shifted to a beautiful day with a great view of mountains and wide sand dunes spreading out ahead us and making our own furry friends.,kamoe bandua teukeujot that watee cuaca meugese keu uroe nyang lagak deungon pemandangan gunong dan gunong-gunong pasi nyang luah nyang meutabu u keue kamoe dan peugot rakan-rakan nyang meubulu.,41.16
positive,Then she gestures around and does some high fiving and riotous cheers.,Teuma jih isyarat di sekitar dan jipeubuet padum-padum boh sorak-sorai nyang manyang dan karu.,77.22
positive,you are the best for you cunningly imposing your courage on me while jogging down the road.,kamoe yang paleng get untuk kamoe lisek memaksakan keberanian kamoe bak lon sambil jogging di jalan.,32.44
positive,how to tell if your relationship is sassy or sexy featuring some quirky jokes that will make you smile and love yourself,cara peugah meunyoe hubungan droeneuh sassy atawa seksi nyang menampilkan padum-padum boh lelucon nyang aneh-aneh nyang akan jeut keu droeneuh meusenyum dan cinta keudroe,31.02
positive,an inspiring job that deserves a little extra love is to edit a bunch of photos on our garden to yield something reasonable and pleasing to the eye.,saboh buet inspiratif nyang pantas meurumpok cinta ekstra bacut nakeuh ngon cara neu edit saboh kumpulan foto bak taman kamoe untuk meuhase sapeue-sapeue nyang wajar dan mangat keu mata.,88.14
positive,They would be proud of themselves if they could somehow impress me with their extremely smart terms.,Awak nyan akan bangga keudroe meunyoe awak nyan jeut aleh kiban jeut keu kesan lon deungon istilah-istilah awak nyan nyang that carong.,28.01
positive,I am overwhelmed at the incredible career that my parents have built in such a short time,Lon kewalahan keu karir yang luar biasa sehingga ureung chik lon ka geubangun lam watee yang paneuk,97.02
positive,your daughter is quite a dear to me and you have done such wonderful deeds to help combine her sugar into the perfect sugar free diabetic friendly diet.,putroe droeneuh cukop sayang keu lon dan droeneuh ka neu peugot buet-buet nyang luar biasa lagee nyan untuk neubantu meugabongkan gula jih jeut keu diet ramah gula bebas gula nyang sempurna.,45.81
positive,okay my love i challenge you to join me in jogging and get fitter infinity the more you challenge me the more I love you.,oke cinta lon lon tantangan droeneuh untuk meugabong ngon lon lam jogging dan meurumpok infinity yang leubeh fit seumaken lon tantangan lon semakin lon cinta keu droeneuh.,53.93
positive,we laughed with genuine smiles as we met our friends and admirers at the temple and danced to the beat of a native american song outside.,kamoe meukheum deungon senyuman asli watee kamoe meurumpok ngon rakan-rakan dan pengagum kamoe di kuil dan meunari keu beat lagu amerika asli di luwa.,55.23
positive,i have so much fun playing around with my new drum set a bit lately and have found that this has actually given me the strength and stamina to get through curfew without dizzying.,lon that galak meu'en-meu'en ngon drum baroe lon set bacut akhe-akhe nyoe dan ka lon teume bahwa nyoe sebenar jih ka geubri keu lon kekuatan dan stamina untuk meulalui kurban tanpa pusing.,37.26
positive,the collection is stacked high with kicks and punches youll not forget to plug in for a skinny chick thats ready for some fun or even a bit of kicks,koleksi nyan ditumpuk tinggi ngon tendangan dan punch yoll hana tuwoe neu pasang keu saboh aneuk manok nyang kurus siap untuk padum-padum boh tendangan nyang menyenangkan atawa bahkan bacut tendangan .,90.76
positive,happy companion for the hard working one loyal trait is their frankness and firmness,pendamping seulamat keu nyang brat nyang keureuja brat saboh sifeut nyang seutia nakeuh keubebasan dan ketegasan awaknyan .,57.68
positive,A woman doing a quiz on some terms that impresses me the most.,Sidroe ureung inong nyang peugot kuis bak padum-padum boh istilah nyang paleng meukeusut keu lon.,75.15
positive,"i want to thank all of you for rejecting the tough and fitting in, but at the same time, helping me to find the road that was best for me.","lon keuneuk peugah teurimong geunaseh keu droeneuh mandum nyang ka neutulak nyang brat dan pas, tapi bak watee nyang saban, neubantu lon mita jalan nyang paleng get keu lon.",93.39
positive,young women with tiaras and belts wishing successful farmers all the best,aneuk dara muda nyang na tiara dan ikat pinggang nyang meuharap petani nyang sukses mandum nyang paleng get .,83.56
positive,we made it just when you think nothing was going to hurt your feelings... we were really pleased with how the campaign ended up with an entertaining distribution.,kamoe peugot nyan hanya watee droeneuh neukira hana sapeu nyang akan menyakiti perasaan droeneuh... kamoe beutoi-beutoi seunang deungon kiban kampanye nyan berakhir deungon distribusi nyang menghibur.,15.53
positive,the whale is a wonderful tool which guides and directs humans to conduct themselves with good knowledge.,paus nyan nakeuh alat nyang jroh that nyang geubimbing dan geuarahkan manusia keu geupeugot droe geuh deungon ilme nyang jroh.,92.17
positive,we just got our neighbors who were easing their boundaries on a fairly decent Tuesday.,kamoe baroe meurumpok tetangga kamoe nyang teungoh jipeuhah bataih-bataih awak nyan bak uroe Selasa nyang cukop layak.,73.34
positive,this is my favorite poem and my favorite line of work ever i want you to know the steady steady love i have for you makes all the difference,nyoe puisi favorit lon dan lini karya favorit lon yang pernah lon inginkan droeneuh untuk neuteupeu cinta yang mantap yang lon na untuk droeneuh peugot mandum perbedaan,75.27
positive,"the children are happy to be involved with carrots, and happy that they finally have something that will make them happy.","aneuk-aneuk miet nyan seunang that ka terlibat ngon wortel, dan seunang that awak nyan akhe jih na sesuatu nyang akan jeut keu bahagia awak nyan.",49.03
positive,sweet and spicy enough to give you hope in the heart of a new year but enough to keep you full and satisfied in the.,manis dan cukop pedas untuk geubri harapan keu droeneuh lam hate thon baroe tapi cukop untuk geupeutheun droeneuh punoh dan pueh lam...,30.91
positive,buildings come in all different colors and sizes to provide fun for children of all ages during the season.,bangunan teuka lam mandum warna dan ukuran nyang beda untuk geubri kesenangan keu aneuk-aneuk dari mandum umu seulama musim.,43.03
positive,there are some great storage spaces available ranging from tiny tiny bedrooms to huge apartments with built in wcs and even bigger ones which are now growing.,na padum-padum boh teumpat simpan nyang that hayeu nyang na mulai dari kama-kama ubeut sampoe apartemen-apartemen nyang rayeuk that ngon nyang dipeugot lam wcs dan bahkan nyang leubeh rayeuk nyang jinoe ka meutamah.,28.79
positive,i love the fact that in winter i can dress for fall in a rusty tin foil hat with a sense of whimsy and autumnal facts.,lon galak keu fakta bahwa bak musim seumeu’uet lon jeut meupake untuk rhet lam topi foil timah nyang ka meukarat deungon rasa fakta-fakta nyang aneh-aneh dan musim gugur.,55.76
positive,it is always congrats to hear your friends and family upgrade in a museum or even upgrade at home to a better apartment or condo that they always thought was the best.,nyoe sabee-sabee lon deungoe rakan-rakan dan keluarga upgrade droeneuh lam museum atawa bahkan upgrade di rumoh keu apartemen atawa kondominium nyang leubeh get nyang sabe awak nyan pike nakeuh nyang paleng get.,72.87
positive,how to relax working away from home on your own with an amazing view of the incredible country and region we call home,cara santai-santai beukerija dari rumoh keudroe deungon pandangan yang luar biasa dari nanggroe dan wilayah yang luar biasa yang kamoe kheun rumoh .,32.3
positive,it seems that everyone here is doing something to make it casual and thus more educational for us all.,deuh djih bandum ureuëng disinoë teungoh djipeubuët sapeuë-sapeuë untôk peugot djih santai dan deungon lagèë njan leubèh pendidikan keu geutanjoë bandum.,63.36
positive,we know aymara and his brothers do good on these big contests.,geutanyoe tatupu aymara dan syedara-syedara geuh geupubuet jroh bak kontes-kontes rayek nyoe.,79.55
positive,... he will have every motivation to keep stepping out there and making the very best word to make a broad difference in the lives of everyone.,... gobnyan akan na tiep-tiep motivasi untuk teutap geujak u luwa sinan dan geupeugot kata nyang paleng get untuk geupeugot perbedaan nyang luah lam udep mandum ureung.,95.04
